step,x,y,sugar,is_house
0,5,3,1,0
0,14,3,1,0
0,4,4,2,0
0,5,4,3,0
0,6,4,2,0
0,13,4,2,0
0,14,4,3,0
0,15,4,2,0
0,3,5,1,0
0,4,5,3,0
0,5,5,5,0
0,6,5,3,0
0,7,5,3,0
0,8,5,3,0
0,9,5,3,0
0,10,5,3,0
0,11,5,3,0
0,12,5,3,0
0,13,5,3,0
0,14,5,1,0
0,15,5,3,0
0,16,5,1,0
0,4,6,2,0
0,5,6,3,0
0,6,6,3,0
0,13,6,1,0
0,14,6,3,0
0,15,6,2,0
0,5,7,1,0
0,7,7,3,0
0,12,7,3,0
0,14,7,1,0
0,8,8,3,0
0,11,8,3,0
0,9,9,3,0
0,10,9,3,0
0,9,10,3,0
0,10,10,3,0
0,8,11,3,0
0,11,11,3,0
0,5,12,1,0
0,7,12,3,0
0,12,12,3,0
0,14,12,1,0
0,4,13,1,0
0,5,13,1,0
0,6,13,3,0
0,13,13,3,0
0,14,13,3,0
0,15,13,2,0
0,3,14,1,0
0,4,14,3,0
0,5,14,1,0
0,6,14,3,0
0,7,14,3,0
0,8,14,3,0
0,9,14,3,0
0,10,14,3,0
0,11,14,3,0
0,12,14,3,0
0,13,14,3,0
0,14,14,1,0
0,15,14,3,0
0,16,14,1,0
0,4,15,2,0
0,5,15,3,0
0,6,15,2,0
0,13,15,1,0
0,14,15,3,0
0,15,15,1,0
0,5,16,1,0
0,14,16,1,0
1,5,3,1,0
1,14,3,1,0
1,4,4,2,0
1,5,4,3,0
1,6,4,2,0
1,13,4,2,0
1,15,4,2,0
1,3,5,1,0
1,4,5,3,0
1,5,5,5,0
1,6,5,3,0
1,7,5,3,0
1,8,5,3,0
1,9,5,3,0
1,10,5,3,0
1,11,5,3,0
1,12,5,3,0
1,13,5,3,0
1,14,5,1,0
1,16,5,1,0
1,4,6,2,0
1,5,6,3,0
1,6,6,3,0
1,14,6,3,0
1,15,6,2,0
1,5,7,1,0
1,12,7,3,0
1,14,7,1,0
1,8,8,3,0
1,11,8,3,0
1,9,9,3,0
1,10,9,3,0
1,9,10,3,0
1,8,11,3,0
1,11,11,3,0
1,5,12,1,0
1,7,12,3,0
1,12,12,3,0
1,14,12,1,0
1,4,13,1,0
1,5,13,1,0
1,6,13,3,0
1,13,13,3,0
1,14,13,3,0
1,15,13,2,0
1,3,14,1,0
1,4,14,3,0
1,7,14,3,0
1,8,14,3,0
1,9,14,3,0
1,11,14,3,0
1,12,14,3,0
1,13,14,3,0
1,14,14,1,0
1,16,14,1,0
1,5,15,3,0
1,6,15,2,0
1,13,15,1,0
1,15,15,1,0
1,5,16,1,0
1,14,16,1,0
2,5,3,1,0
2,14,3,1,0
2,4,4,2,0
2,5,4,3,0
2,6,4,2,0
2,13,4,2,0
2,14,4,1,0
2,15,4,1,0
2,3,5,1,0
2,4,5,3,0
2,5,5,5,0
2,6,5,3,0
2,7,5,3,0
2,8,5,3,0
2,9,5,3,0
2,10,5,3,0
2,11,5,3,0
2,12,5,3,0
2,13,5,3,0
2,14,5,1,0
2,15,5,1,0
2,16,5,1,0
2,4,6,2,0
2,5,6,3,0
2,6,6,3,0
2,13,6,1,0
2,14,6,1,0
2,15,6,2,0
2,5,7,1,0
2,7,7,1,0
2,12,7,3,0
2,14,7,1,0
2,8,8,3,0
2,11,8,3,0
2,9,9,3,0
2,10,9,3,0
2,9,10,1,0
2,10,10,1,0
2,8,11,3,0
2,11,11,3,0
2,5,12,1,0
2,7,12,3,0
2,12,12,3,0
2,14,12,1,0
2,4,13,1,0
2,5,13,2,0
2,6,13,1,0
2,13,13,3,0
2,14,13,3,0
2,15,13,2,0
2,3,14,1,0
2,4,14,1,0
2,5,14,1,0
2,6,14,1,0
2,7,14,1,0
2,8,14,3,0
2,9,14,3,0
2,10,14,1,0
2,11,14,1,0
2,12,14,3,0
2,13,14,3,0
2,14,14,1,0
2,15,14,1,0
2,16,14,1,0
2,4,15,1,0
2,5,15,1,0
2,6,15,2,0
2,13,15,1,0
2,14,15,1,0
2,15,15,1,0
2,5,16,1,0
2,14,16,1,0
3,5,3,1,0
3,14,3,1,0
3,4,4,2,0
3,5,4,3,0
3,6,4,2,0
3,13,4,2,0
3,15,4,1,0
3,3,5,1,0
3,4,5,3,0
3,5,5,5,0
3,6,5,3,0
3,7,5,3,0
3,8,5,3,0
3,9,5,3,0
3,10,5,3,0
3,11,5,3,0
3,12,5,3,0
3,13,5,3,0
3,14,5,1,0
3,15,5,1,0
3,16,5,1,0
3,4,6,2,0
3,5,6,3,0
3,13,6,1,0
3,15,6,2,0
3,5,7,1,0
3,7,7,1,0
3,12,7,3,0
3,14,7,1,0
3,8,8,3,0
3,11,8,3,0
3,9,9,3,0
3,10,9,3,0
3,9,10,1,0
3,10,10,1,0
3,8,11,3,0
3,11,11,3,0
3,5,12,1,0
3,7,12,3,0
3,14,12,1,0
3,4,13,1,0
3,6,13,1,0
3,13,13,3,0
3,14,13,3,0
3,15,13,2,0
3,3,14,1,0
3,4,14,1,0
3,7,14,1,0
3,8,14,3,0
3,9,14,3,0
3,10,14,1,0
3,12,14,3,0
